Madhya Pradesh Circle,Jabalpur Region,Chhindwara Division,Rajadi Pipla B.O,480105,BO,Delivery,CHHINDWARA,MADHYA PRADESH,MP,21.871514,73.503052
Madhya Pradesh Circle,Jabalpur Region,Chhindwara Division,Belgaon B.O,480557,BO,Delivery,CHHINDWARA,MADHYA PRADESH,MP,22.213623,78.745495
Madhya Pradesh Circle,Jabalpur Region,Chhindwara Division,Dungaria Titra B.O,480557,BO,Delivery,CHHINDWARA,MADHYA PRADESH,MP,22.213623,78.745495
Madhya Pradesh Circle,DivReportingCircle,Morena Division,Nagra (Porsa S.O)B.O,476115,BO,Delivery,MORENA,MADHYA PRADESH,MP,26.744005,78.5024399
Madhya Pradesh Circle,DivReportingCircle,Morena Division,Rajodha B.O,476115,BO,Delivery,MORENA,MADHYA PRADESH,MP,26.70504,78.4219033
Madhya Pradesh Circle,DivReportingCircle,Morena Division,Santhon B.O,476115,BO,Delivery,MORENA,MADHYA PRADESH,MP,26.7513033,78.4144416
Madhya Pradesh Circle,DivReportingCircle,Morena Division,Dondari B.O,476115,BO,Delivery,MORENA,MADHYA PRADESH,MP,26.7299466,78.4650549
Madhya Pradesh Circle,DivReportingCircle,Morena Division,Atar B.O,476229,BO,Delivery,MORENA,MADHYA PRADESH,MP,26.2588899,77.3107983
Madhya Pradesh Circle,DivReportingCircle,Morena Division,Jalalgarh B.O,476229,BO,Delivery,MORENA,MADHYA PRADESH,MP,26.2003383,77.4899866
Madhya Pradesh Circle,DivReportingCircle,Morena Division,Kulholi B.O,476229,BO,Delivery,MORENA,MADHYA PRADESH,MP,26.2848,77.4707683
Madhya Pradesh Circle,DivReportingCircle,Morena Division,Tentra B.O,476229,BO,Delivery,MORENA,MADHYA PRADESH,MP,26.1795266,77.30048
Madhya Pradesh Circle,DivReportingCircle,Morena Division,Bamsoli B.O,476229,BO,Delivery,MORENA,MADHYA PRADESH,MP,26.1519283,77.4392733
Madhya Pradesh Circle,DivReportingCircle,Morena Division,Awada B.O,476339,BO,Delivery,SHEOPUR,MADHYA PRADESH,MP,25.5216772,76.7760297
Madhya Pradesh Circle,DivReportingCircle,Morena Division,Jalalpura (Sheopur So) B.O,476337,BO,Delivery,SHEOPUR,MADHYA PRADESH,MP,25.6849733,76.4889916
Madhya Pradesh Circle,DivReportingCircle,Morena Division,Javdeshwar B.O,476337,BO,Delivery,SHEOPUR,MADHYA PRADESH,MP,25.81832,76.6280566
Madhya Pradesh Circle,DivReportingCircle,Morena Division,Sonthwa B.O,476337,BO,Delivery,SHEOPUR,MADHYA PRADESH,MP,25.764471,76.5903256
Rajasthan Circle,Ajmer Region,Dungarpur Division,Pal Mathugamda B.O,314001,BO,Delivery,DUNGARPUR,RAJASTHAN,RJ,23.878474,73.741902
Rajasthan Circle,Ajmer Region,Dungarpur Division,Gamdi Ahada B.O,314001,BO,Delivery,DUNGARPUR,RAJASTHAN,RJ,23.767735,73.619271
Rajasthan Circle,Ajmer Region,Dungarpur Division,Chouki B.O,314037,BO,Delivery,DUNGARPUR,RAJASTHAN,RJ,23.708888,73.777203
Rajasthan Circle,Ajmer Region,Dungarpur Division,Dojapal B.O,314037,BO,Delivery,DUNGARPUR,RAJASTHAN,RJ,23.724164,73.838966
Madhya Pradesh Circle,DivReportingCircle,Gwalior Division,Udina B.O,475336,BO,Delivery,DATIA,MADHYA PRADESH,MP,25.886468,78.685255
Madhya Pradesh Circle,DivReportingCircle,Gwalior Division,Rasulpura B.O,475682,BO,Delivery,DATIA,MADHYA PRADESH,MP,26.131073,78.811363
Madhya Pradesh Circle,DivReportingCircle,Gwalior Division,Hinotia B.O,475685,BO,Delivery,DATIA,MADHYA PRADESH,MP,25.762313,78.298864
Madhya Pradesh Circle,DivReportingCircle,Gwalior Division,Uprai B.O,475685,BO,Delivery,DATIA,MADHYA PRADESH,MP,25.740317,78.414792
Madhya Pradesh Circle,DivReportingCircle,Gwalior Division,Sunari B.O,475685,BO,Delivery,DATIA,MADHYA PRADESH,MP,25.841466,78.41266
Madhya Pradesh Circle,DivReportingCircle,Gwalior Division,Atreta B.O,475673,BO,Delivery,DATIA,MADHYA PRADESH,MP,26.082483,78.693762
Madhya Pradesh Circle,DivReportingCircle,Gwalior Division,Toda B.O,475673,BO,Delivery,DATIA,MADHYA PRADESH,MP,25.890459,78.496504
Madhya Pradesh Circle,DivReportingCircle,Gwalior Division,Badokhari B.O,475673,BO,Delivery,DATIA,MADHYA PRADESH,MP,26.04075,78.756122
Madhya Pradesh Circle,DivReportingCircle,Gwalior Division,Sadwara B.O,475671,BO,Delivery,DATIA,MADHYA PRADESH,MP,25.671947,78.628525
Madhya Pradesh Circle,DivReportingCircle,Gwalior Division,Aser B.O,475671,BO,Delivery,DATIA,MADHYA PRADESH,MP,25.64951,78.602986
Madhya Pradesh Circle,DivReportingCircle,Gwalior Division,Ikara B.O,475671,BO,Delivery,DATIA,MADHYA PRADESH,MP,25.664785,78.537691
Rajasthan Circle,Ajmer Region,Dungarpur Division,Metali B.O,314001,BO,Delivery,DUNGARPUR,RAJASTHAN,RJ,23.920877,73.706594
Rajasthan Circle,Ajmer Region,Dungarpur Division,Rohanwara B.O,314001,BO,Delivery,DUNGARPUR,RAJASTHAN,RJ,23.942708,73.694823
Rajasthan Circle,Ajmer Region,Dungarpur Division,Jalukuwa B.O,314001,BO,Delivery,DUNGARPUR,RAJASTHAN,RJ,23.715639,73.600287
Rajasthan Circle,Ajmer Region,Dungarpur Division,Kherwara Chela B.O,314001,BO,Delivery,DUNGARPUR,RAJASTHAN,RJ,23.892342,73.707619
Rajasthan Circle,Ajmer Region,Dungarpur Division,Balota B.O,314037,BO,Delivery,DUNGARPUR,RAJASTHAN,RJ,23.794858,73.824262
Rajasthan Circle,Ajmer Region,Dungarpur Division,Salaj B.O,314037,BO,Delivery,DUNGARPUR,RAJASTHAN,RJ,23.747407,73.786028
