CircleName,RegionName,DivisionName,PinCodeName,Pincode,OfficeType,Delivery,District,StateName,Statecode,Latitude,Longitude
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Apprascheruvu B.O,515661,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.48,77.8
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Badannapalli B.O,515672,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.42,77.72
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Chigicherla B.O,515672,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.42,77.72
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Nasanakota B.O,515672,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.35,77.44
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Ravulacheruvu B.O,515672,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.42,77.72
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Sangala B.O,515672,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.42,77.72
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Subbaraopeta B.O,515672,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.42,77.72
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Gutibailu B.O,515521,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.03,78.33
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Jeenulakunta B.O,515521,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.12,78.28
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Kamatampalle B.O,515521,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.11,78.21
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Katakamvaripalli B.O,515521,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.09,78.26
Assam Circle,DivReportingCircle,Goalpara Division,Hatsingimari  S.O,783135,PO,Non Delivery,SOUTH SALMARA MANCACHAR,ASSAM,AS,25.431379,89.54179
Jharkhand Circle,NA,Dhanbad Division,NDC B.S.CITY,827016,PO,Delivery,BOKARO,JHARKHAND,JH,23.6575,86.1392
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Kowlepalli B.O,515591,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.09,78.17
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Muthyalacheruvu B.O,515591,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.09,78.15
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Pulagampalli B.O,515591,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.08,78.06
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Mundy Bazaar B.O,515591,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.11,78.16
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Chennamanayani Kota B.O,515641,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.42,77.57
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Dadalur B.O,515641,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.44,77.52
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Elakuntla B.O,515641,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.41,77.58
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Maruru B.O,515641,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.42,77.5
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Nawabkota B.O,515531,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.1113,77.9219
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Chippalamadugu B.O,515541,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.1996,77.801
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Lakkasamudram B.O,515541,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.136,78.153
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Uppalapadu B.O,515511,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.348,77.995
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Ubicherla B.O,515551,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.986,78.185
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Gasikavaripalli B.O,515154,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.1998,77.8012
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Chinnarayanipalli B.O,515501,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.233,78.094
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Peddachigullarevu B.O,515631,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.5628,77.857015
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Gowkanapalle B.O,515581,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.248,78.25489
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Kurlyreddivaripalli B.O,515581,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.2444,78.244
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Errakuntapalle B.O,515571,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.922649,78.2011499
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Gandhodivandlapalli B.O,515571,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.922669,78.2011675
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,K.Mallireddipalle B.O,515571,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.9226849,78.2011842
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Mundlavaripalli B.O,515571,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.9226898,78.2011886
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Peddakadapalavaripalli B.O,515571,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.9226933,78.2011937
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Hallikera B.O,515311,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.805101,77.043901
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Karidasanahalli B.O,515311,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.805105,77.043905
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Maddanakunta B.O,515281,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.128105,76.980105
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Valasa B.O,515281,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.128107,76.980107
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Kaganapalli B.O,515241,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.93,77.77
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Mallepalli B.O,515241,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.97,77.72
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Vadigepalli B.O,515241,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.96,77.68
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Kuntimaddi B.O,515101,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.33,77.58
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Nagasamudram B.O,515101,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.31,77.66
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Thummalakunta B.O,515341,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.84,77.69
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Jakkasamudram B.O,515231,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.983804,77.772304
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Kammavaripalli B.O,515231,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.983805,77.772305
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Kondapuram B.O,515231,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.983807,77.772307
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Bommagondanahalli B.O,515271,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.975401,77.104401
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Mutukuru B.O,515271,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.975408,77.104408
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Venkatagiripalem B.O,515164,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.0798865,77.6022055
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Nidraghatta B.O,515286,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.0272,76.9933
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Malugur B.O,515212,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.82892,77.493282
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Moda B.O,515212,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.828921,77.493282
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Bullasamudram B.O,515303,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.828927,77.493286
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Tummala B.O,515556,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,13.93,78.07
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Ghntapuram B.O,515661,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.5,77.78
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Musturu B.O,515661,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.53,77.72
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Potlamarri B.O,515661,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.5,77.76
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Buchayyagaripalli B.O,515144,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.22,77.81
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Kesapuram B.O,515144,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.26,77.77
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Mylasamudram B.O,515144,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.26,77.78
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Narepalli B.O,515144,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.24,77.79
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,D.Cherlopalli B.O,515672,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.42,77.72
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Darsimala B.O,515672,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.42,77.72
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Mallakalva B.O,515672,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.42,77.72
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Ramagiri B.O,515672,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.31,77.5
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Tallimadugu B.O,515672,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.42,77.72
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Dhaniyancheruvu B.O,515521,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.08,78.36
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Katarupalle B.O,515521,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.11,78.25
Telangana Circle,Hyderabad Region,Peddapalli Division,Thumenapalli B.O,505498,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.2258121,79.3688857
Telangana Circle,Hyderabad Region,Peddapalli Division,Bornapalli B.O,505498,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.2046655,79.3811345
Telangana Circle,Hyderabad Region,Peddapalli Division,Kanaparthi B.O,505129,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.3266963,79.4079001
Telangana Circle,Hyderabad Region,Peddapalli Division,Muttaram B.O,505470,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.3320233,79.31671
Telangana Circle,Hyderabad Region,Peddapalli Division,Metpalli B.O,505470,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.2952533,79.3700933
Telangana Circle,Hyderabad Region,Peddapalli Division,Vegurpalli B.O,505505,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.4698287,79.2947145
Telangana Circle,Hyderabad Region,Peddapalli Division,Devampalli B.O,505505,BO,Delivery,KARIMNAGAR,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad Region,Peddapalli Division,Mogalipalam B.O,505474,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.2683149,79.2478833
Telangana Circle,Hyderabad Region,Peddapalli Division,Rekonda B.O,505474,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.2492383,79.2423233
Telangana Circle,Hyderabad Region,Peddapalli Division,Rachapalli B.O,505475,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.36509,79.5383633
Telangana Circle,Hyderabad Region,Peddapalli Division,Vilasagar B.O,505475,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.3766766,79.510565
Telangana Circle,Hyderabad Region,Peddapalli Division,Reddipalli B.O,505502,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.3600431,79.4164577
Telangana Circle,Hyderabad Region,Peddapalli Division,Yelbak B.O,505502,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.4078892,79.327984
Telangana Circle,Hyderabad Region,Peddapalli Division,Shayampet B.O,505122,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.318915,18.318915
Telangana Circle,Hyderabad Region,Peddapalli Division,Chelpur B.O,505122,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.23993,79.4544933
Telangana Circle,Hyderabad Region,Peddapalli Division,Illanthakunta B.O,505122,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.291575,79.502995
Telangana Circle,Hyderabad Region,Peddapalli Division,Parpalli B.O,505153,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.5129774,79.6280337
Telangana Circle,Hyderabad Region,Peddapalli Division,Kishtampet B.O,505153,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.4321499,79.494108
Telangana Circle,Hyderabad Region,Peddapalli Division,Mallial B.O,505153,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.4321499,79.494108
Telangana Circle,Hyderabad Region,Peddapalli Division,Motlapalli B.O,505153,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.4321499,79.494108
Telangana Circle,Hyderabad Region,Peddapalli Division,Madupalli B.O,505162,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.5155432,79.449063
Telangana Circle,Hyderabad Region,Peddapalli Division,Kothapalli B.O,505162,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.551682,79.4037517
Telangana Circle,Hyderabad Region,Peddapalli Division,Pegadapalli B.O,505162,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.5059114,79.4693633
Telangana Circle,Hyderabad Region,Peddapalli Division,Komera B.O,505152,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.4240211,79.465738
Telangana Circle,Hyderabad Region,Peddapalli Division,Shanagonda B.O,505152,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.4167802,79.4780313
Telangana Circle,Hyderabad Region,Peddapalli Division,Pandilla B.O,505152,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.4240831,79.4657463
Telangana Circle,Hyderabad Region,Peddapalli Division,Pothiyal B.O,505514,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.7903133,79.3482029
Telangana Circle,Hyderabad Region,Peddapalli Division,Bramanpalli B.O,505514,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.8016659,79.3829603
Telangana Circle,Hyderabad Region,Peddapalli Division,Botlavanaparthy B.O,505187,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.7206416,79.2613533
Telangana Circle,Hyderabad Region,Peddapalli Division,Jiyaram B.O,505187,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.7295283,79.332415
Telangana Circle,Hyderabad Region,Peddapalli Division,Ragned B.O,505187,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.68208,79.3764866
Telangana Circle,Hyderabad Region,Peddapalli Division,Kanagarthy B.O,505187,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.6776683,79.3561407
Telangana Circle,Hyderabad Region,Peddapalli Division,Kalvacherla B.O,505212,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.6321813,79.5287997
Telangana Circle,Hyderabad Region,Peddapalli Division,Dhulkatta B.O,505525,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.583883,79.2744048
Telangana Circle,Hyderabad Region,Peddapalli Division,Muppirithota B.O,505525,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.5881247,79.2909966
Telangana Circle,Hyderabad Region,Peddapalli Division,Kachapur B.O,505525,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.6304449,79.2424449
Telangana Circle,Hyderabad Region,Peddapalli Division,Sultanpur B.O,505525,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.5298975,79.2367372
Telangana Circle,Hyderabad Region,Peddapalli Division,Maidpalli B.O,505209,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.783395,79.4810433
Telangana Circle,Hyderabad Region,Peddapalli Division,Perepalli B.O,505188,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.6681848,79.478468
Telangana Circle,Hyderabad Region,Peddapalli Division,Erukulagudem B.O,505498,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.2649946,79.3666044
Telangana Circle,Hyderabad Region,Peddapalli Division,Godashal B.O,505498,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.1868947,79.3443583
Telangana Circle,Hyderabad Region,Peddapalli Division,Pothireddipalli B.O,505129,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.3716855,79.4580589
Telangana Circle,Hyderabad Region,Peddapalli Division,Kothaghat B.O,505490,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.2639233,79.3362383
Telangana Circle,Hyderabad Region,Peddapalli Division,Amudalapalli B.O,505470,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.3055183,79.3628883
Telangana Circle,Hyderabad Region,Peddapalli Division,Gaddapak B.O,505470,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.3444516,79.3565016
Telangana Circle,Hyderabad Region,Peddapalli Division,Pachnur B.O,505505,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.4292033,79.3017166
Telangana Circle,Hyderabad Region,Peddapalli Division,Madhuda B.O,505472,BO,Delivery,SIDDIPET,TELANGANA,TS,18.1751416,79.2307816
Telangana Circle,Hyderabad Region,Peddapalli Division,Ramachandrapuram B.O,505472,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.21825,79.3422316
Telangana Circle,Hyderabad Region,Peddapalli Division,Ambalpur B.O,505474,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.2937383,79.28419
Telangana Circle,Hyderabad Region,Peddapalli Division,Kondapalakala B.O,505474,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.3834833,79.3095816
Telangana Circle,Hyderabad Region,Peddapalli Division,Kandgal B.O,505101,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.1808233,79.4472249
Telangana Circle,Hyderabad Region,Peddapalli Division,Amangurthi B.O,505480,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.1634766,79.3638483
Telangana Circle,Hyderabad Region,Peddapalli Division,Vanthadupula B.O,505475,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.3597033,79.56717
Telangana Circle,Hyderabad Region,Peddapalli Division,Deshaipalli B.O,505502,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.405397,79.3701406
Telangana Circle,Hyderabad Region,Peddapalli Division,Ghanmukla B.O,505502,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.3786941,79.3756903
Telangana Circle,Hyderabad Region,Peddapalli Division,Chamanpalli B.O,505186,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.5128424,79.1901559
Telangana Circle,Hyderabad Region,Peddapalli Division,Madipalli B.O,505122,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.2549883,79.4829016
Telangana Circle,Hyderabad Region,Peddapalli Division,Sarsaid B.O,505122,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.2911383,79.5395499
Telangana Circle,Hyderabad Region,Peddapalli Division,Dharmaram B.O,505122,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.3036783,79.4907183
Telangana Circle,Hyderabad Region,Peddapalli Division,Kanagarthi B.O,505122,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.2473405,79.4940527
Telangana Circle,Hyderabad Region,Peddapalli Division,Pothireddipet B.O,505498,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.2696579,79.4084966
Telangana Circle,Hyderabad Region,Peddapalli Division,Korepalli B.O,505129,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.3362746,79.4664689
Telangana Circle,Hyderabad Region,Peddapalli Division,Valbhapur B.O,505129,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.3173492,79.4371499
Telangana Circle,Hyderabad Region,Peddapalli Division,Eklaspur B.O,505490,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.2472516,79.2839316
Telangana Circle,Hyderabad Region,Peddapalli Division,Rajapur B.O,505470,BO,Delivery,KARIMNAGAR,TELANGANA,TS,18.3193816,79.3520633
Odisha Circle,DivReportingCircle,Cuttack South Division,Gopapur B.O,754031,BO,Delivery,CUTTACK,ODISHA,OD,20.4101233,85.2988016
Odisha Circle,DivReportingCircle,Cuttack South Division,Ichhapur B.O,754031,BO,Delivery,CUTTACK,ODISHA,OD,20.39566,85.3149483
Odisha Circle,DivReportingCircle,Cuttack South Division,Jhajia B.O,754031,BO,Delivery,CUTTACK,ODISHA,OD,20.3904949,85.3055683
Odisha Circle,DivReportingCircle,Cuttack South Division,Jodumuhan B.O,754031,BO,Delivery,CUTTACK,ODISHA,OD,20.4004016,85.4271866
Odisha Circle,DivReportingCircle,Cuttack South Division,Mangarajpur B.O,754028,BO,Delivery,CUTTACK,ODISHA,OD,20.600541,85.8875532
Odisha Circle,DivReportingCircle,Cuttack South Division,Sankarpur B.O,754028,BO,Delivery,CUTTACK,ODISHA,OD,20.5812887,85.8917082
Odisha Circle,DivReportingCircle,Cuttack South Division,Kayalpada B.O,754027,BO,Delivery,CUTTACK,ODISHA,OD,20.5135334,85.8448849
Odisha Circle,DivReportingCircle,Cuttack South Division,Mancheswar B.O,754027,BO,Delivery,CUTTACK,ODISHA,OD,20.5077819,85.8036835
Odisha Circle,DivReportingCircle,Cuttack South Division,Champeswar B.O,754037,BO,Delivery,CUTTACK,ODISHA,OD,20.4330375,85.1603941
Odisha Circle,DivReportingCircle,Cuttack South Division,Ekdal B.O,754037,BO,Delivery,CUTTACK,ODISHA,OD,20.411133,85.1252419
Odisha Circle,DivReportingCircle,Cuttack South Division,Godibandha B.O,754037,BO,Delivery,CUTTACK,ODISHA,OD,20.4557547,85.185925
Odisha Circle,DivReportingCircle,Cuttack South Division,Padamal B.O,754037,BO,Delivery,CUTTACK,ODISHA,OD,20.4005723,85.1482789
Odisha Circle,DivReportingCircle,Cuttack South Division,Karanji B.O,754022,BO,Delivery,CUTTACK,ODISHA,OD,20.658058,85.9198744
Odisha Circle,DivReportingCircle,Cuttack South Division,Kairapari B.O,754022,BO,Delivery,CUTTACK,ODISHA,OD,20.548296,85.987915
Odisha Circle,DivReportingCircle,Cuttack South Division,Safa B.O,754022,BO,Delivery,CUTTACK,ODISHA,OD,20.6417131,85.953815
Odisha Circle,DivReportingCircle,Cuttack South Division,Uchapada B.O,754022,BO,Delivery,CUTTACK,ODISHA,OD,20.949337,86.516818
Odisha Circle,DivReportingCircle,Cuttack South Division,Bhera B.O,754290,BO,Delivery,CUTTACK,ODISHA,OD,20.564601,86.116651
Odisha Circle,DivReportingCircle,Cuttack South Division,Chasakhanda B.O,754290,BO,Delivery,CUTTACK,ODISHA,OD,20.804379,86.476908
Telangana Circle,Hyderabad Region,Peddapalli Division,Mirzampet B.O,505153,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.5129764,79.6280327
Telangana Circle,Hyderabad Region,Peddapalli Division,Tarpalli B.O,505153,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.4371965,79.5516928
Telangana Circle,Hyderabad Region,Peddapalli Division,Indurth B.O,505152,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.411943,79.5018977
Telangana Circle,Hyderabad Region,Peddapalli Division,Isala Thakkallapalli B.O,505187,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.72436,79.3760166
Telangana Circle,Hyderabad Region,Peddapalli Division,Palitham B.O,505187,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.68279,79.31823
Telangana Circle,Hyderabad Region,Peddapalli Division,Ratnapur B.O,505212,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.6288557,79.5512558
Telangana Circle,Hyderabad Region,Peddapalli Division,Adivarampet B.O,505212,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.6255235,79.572086
Telangana Circle,Hyderabad Region,Peddapalli Division,Ladnapur B.O,505212,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.630891,79.5736518
Telangana Circle,Hyderabad Region,Peddapalli Division,Kothapalli B.O,505497,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.0843233,79.3851933
Telangana Circle,Hyderabad Region,Peddapalli Division,Manikyapur B.O,505497,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.1436333,79.378035
Telangana Circle,Hyderabad Region,Peddapalli Division,Deshrajpalli B.O,505102,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.1604166,79.4989466
Telangana Circle,Hyderabad Region,Peddapalli Division,Guniparthi B.O,505102,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.1590649,79.5930633
Telangana Circle,Hyderabad Region,Peddapalli Division,Mutharam B.O,505471,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.062805,79.34626
Telangana Circle,Hyderabad Region,Peddapalli Division,Veeranarayanpur B.O,505476,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.1404731,79.4478562
Telangana Circle,Hyderabad Region,Peddapalli Division,Koppur B.O,505497,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.1063433,79.378496
Telangana Circle,Hyderabad Region,Peddapalli Division,Penchikalpet B.O,505498,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.1571596,79.4124038
Telangana Circle,Hyderabad Region,Peddapalli Division,Keshavapur B.O,505102,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.1132866,79.5375766
Telangana Circle,Hyderabad Region,Peddapalli Division,Buttareddy Gudem B.O,505102,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.239355,79.5573533
Telangana Circle,Hyderabad Region,Peddapalli Division,Vangapalli B.O,505102,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.2021466,79.5599116
