CircleName,RegionName,DivisionName,PinCodeName,Pincode,OfficeType,Delivery,District,StateName,Statecode,Latitude,Longitude
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Malamidipalli B.O,515521,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.02,78.27
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,N.P.Kunta B.O,515521,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.04,78.4
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Bommireddipalli B.O,515591,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.04,78.18
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,K.Brahmanapalli B.O,515591,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.12,78.16
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Narasampalli B.O,515641,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.45,77.54
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Thogarakunta B.O,515641,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.45,77.57
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Dabburivaripalli B.O,515531,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.12,77.93
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Donnikota B.O,515531,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.16,77.93
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Jagarajupalli B.O,515133,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.1114,77.9221
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Locherla B.O,515133,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.1866,77.7607
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Elukuntla B.O,515159,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.19,77.81
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Jonnalakothapalli B.O,515159,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.1995,77.802
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Nallacherlopalli B.O,515159,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.1998,77.8014
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Kondaguttapalli B.O,515541,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.1993,77.80141
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Pothulanagepalli B.O,515651,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.3358,77.719
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Veldurthi B.O,515651,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.3357,77.7153
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Gandlavandlapalli B.O,515511,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.347,77.994
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Marthadu B.O,515511,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.3499,77.995
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Bhadas BO,851204,BO,Delivery,KHAGARIA,BIHAR,BR,25.511152,86.476908
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Bishanpur Dumri BO,851204,BO,Delivery,KHAGARIA,BIHAR,BR,25.511152,86.476908
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Durgapur BO,851204,BO,Delivery,KHAGARIA,BIHAR,BR,25.511152,86.476908
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Jahangir Tola BO,851204,BO,Delivery,KHAGARIA,BIHAR,BR,25.416675,86.129379
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Jalkaura BO,851204,BO,Delivery,KHAGARIA,BIHAR,BR,25.511152,86.476908
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Labhgaon BO,851204,BO,Delivery,KHAGARIA,BIHAR,BR,25.511152,86.476908
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Pakrail BO,851213,BO,Delivery,KHAGARIA,BIHAR,BR,25.511152,86.476908
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Rohiyar BO,851214,BO,Delivery,KHAGARIA,BIHAR,BR,25.511152,86.476908
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Sansarpur BO,851214,BO,Delivery,KHAGARIA,BIHAR,BR,25.511152,86.476908
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Siswa BO,851214,BO,Delivery,KHAGARIA,BIHAR,BR,25.511152,86.476908
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Madarpur BO,851213,BO,Delivery,KHAGARIA,BIHAR,BR,25.511152,86.476908
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Patel Nagar Bharra BO,851213,BO,Delivery,KHAGARIA,BIHAR,BR,25.511152,86.476908
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Samaspur BO,851213,BO,Delivery,KHAGARIA,BIHAR,BR,25.511152,86.476908
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Amni BO,851214,BO,Delivery,KHAGARIA,BIHAR,BR,25.416675,86.129379
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Saidpur BO,851214,BO,Delivery,KHAGARIA,BIHAR,BR,25.511152,86.476908
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Sumbha BO,848201,BO,Delivery,KHAGARIA,BIHAR,BR,25.416675,86.129379
Telangana Circle,Hyderabad Region,Peddapalli Division,Yerrapalli B.O,505471,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.0273599,79.3513383
Telangana Circle,Hyderabad Region,Peddapalli Division,Kannur B.O,505101,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.2073083,79.5069516
Telangana Circle,Hyderabad Region,Peddapalli Division,Bhimpalli B.O,505101,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.21277,79.4808233
Telangana Circle,Hyderabad Region,Peddapalli Division,Damera B.O,505476,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.0736757,79.4258131
Telangana Circle,Hyderabad Region,Peddapalli Division,Suraram B.O,505476,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.1292892,79.4537076
Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,BALION BO,141114,BO,Delivery,LUDHIANA,PUNJAB,PB,30.8607,76.1863
Telangana Circle,Hyderabad Region,Peddapalli Division,Gunded B.O,505122,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.231065,79.5186166
Telangana Circle,Hyderabad Region,Peddapalli Division,Timmapur B.O,505102,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,16.6138273,78.9505003
Telangana Circle,Hyderabad Region,Peddapalli Division,Nerella B.O,505102,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.162765,79.5742766
Telangana Circle,Hyderabad Region,Peddapalli Division,Shanigaram B.O,505102,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.1858416,79.59424
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,N.Narsapuram B.O,515803,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.02,77.06
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Anumpalli B.O,515775,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.95,77.58
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Devarapalli B.O,515775,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.96,77.4
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Vankarajukalva B.O,515775,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.9,77.43
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Dimmagudi B.O,515405,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.02,77.49
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Lachumpalli B.O,515405,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.07,77.52
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Ramarajupalli B.O,515405,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.97,77.24
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Kalyam B.O,515865,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.82,76.85
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Muradi Hanumapuram B.O,515865,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.84,76.69
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,R.B.Vanka B.O,515865,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.19,76.78
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Krishtipadu B.O,515455,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.07,77.63
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Nagarur B.O,515455,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.05,77.64
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Chitrachedu B.O,515611,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.1,76.85
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Bommakkapalli B.O,515867,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.21,76.64
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Mutcherla B.O,531173,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,AD,17.9,83.29
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Kanamam B.O,531173,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,AD,17.87,83.26
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Unthakallu B.O,515871,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.06,76.59
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Yerragunta B.O,515871,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.06,76.59
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Chayapuram B.O,515842,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.58,76.44
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Donekal B.O,515842,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.44,76.65
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Gulapalyam B.O,515842,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.67,77.42
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Thimmapuram B.O,515803,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.15,76.95
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Eddulapalli B.O,515775,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.09,77.6
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,G.Kottala B.O,515775,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.08,77.58
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Kalapuram B.O,515775,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.07,77.57
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Katrimala B.O,515775,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15,77.4
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Mamadur B.O,515405,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.12,77.51
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Miduthur B.O,515405,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,15.1,77.49
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Lakshmi Bazar B.O,515865,BO,Non Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.69,76.81
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Rayadurg Fort B.O,515865,BO,Non Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.73,76.81
Jharkhand Circle,NA,Hazaribagh Division,KATIA BO,825103,BO,Delivery,CHATRA,JHARKHAND,JH,24.058439,84.9371
Jharkhand Circle,NA,Hazaribagh Division,BHANDRA BO,829143,BO,Delivery,RAMGARH,JHARKHAND,JH,23.6393,85.3188
Bihar Circle,NA,AurangabadBihar Division,NPGCL Aditi Nagar S.O,824304,PO,Delivery,AURANGABAD,BIHAR,BR,25.5689,84.09579
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Chadam B.O,515865,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,AD,14.7,76.84
Telangana Circle,Hyderabad Region,Peddapalli Division,Kothakonda B.O,505471,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.0390483,79.3158533
Telangana Circle,Hyderabad Region,Peddapalli Division,Mallaram B.O,505471,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.0283883,79.282015
Telangana Circle,Hyderabad Region,Peddapalli Division,Dharmaram B.O,505471,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.0560983,79.2900116
Telangana Circle,Hyderabad Region,Peddapalli Division,Bavopet B.O,505101,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.1107964,79.4915092
Telangana Circle,Hyderabad Region,Peddapalli Division,Dandepalli B.O,505101,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.1348272,79.4922907
Telangana Circle,Hyderabad Region,Peddapalli Division,Valbhapur B.O,505476,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.1304742,79.4380566
Telangana Circle,Hyderabad Region,Peddapalli Division,Gopalpur B.O,505476,BO,Delivery,WARANGAL URBAN,TELANGANA,TS,18.1128029,79.4074475
Bihar Circle,DivReportingCircle,Bhojpur Division,Gaharuaon BO,802204,BO,Delivery,BHOJPUR,BIHAR,BR,25.245595,84.390026
Bihar Circle,DivReportingCircle,Bhojpur Division,Jamorhi BO,802204,BO,Delivery,BHOJPUR,BIHAR,BR,25.258143,84.262863
Bihar Circle,DivReportingCircle,Bhojpur Division,Jethwar Bhatt BO,802204,BO,Delivery,BHOJPUR,BIHAR,BR,25.257151,84.383432
Bihar Circle,DivReportingCircle,Bhojpur Division,Babhaniaon BO,802158,BO,Delivery,BHOJPUR,BIHAR,BR,25.526374,84.319455
Telangana Circle,Hyderabad Region,Peddapalli Division,Wadakapur B.O,505525,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.6183603,79.2850812
Telangana Circle,Hyderabad Region,Peddapalli Division,Julapalli B.O,505525,BO,Delivery,PEDDAPALLI,TELANGANA,TS,18.6304482,79.2424713
Odisha Circle,DivReportingCircle,Cuttack South Division,Khuntakata B.O,754031,BO,Delivery,CUTTACK,ODISHA,OD,20.4439821,85.400933
Odisha Circle,DivReportingCircle,Cuttack South Division,Mugagahira B.O,754031,BO,Delivery,CUTTACK,ODISHA,OD,20.38909,85.395465
Odisha Circle,DivReportingCircle,Cuttack South Division,Dalijoda Berhampur B.O,754028,BO,Delivery,CUTTACK,ODISHA,OD,20.5976576,85.9179988
Odisha Circle,DivReportingCircle,Cuttack South Division,Gurudijhatia B.O,754028,BO,Delivery,CUTTACK,ODISHA,OD,20.5672335,85.8121095
Odisha Circle,DivReportingCircle,Cuttack South Division,Kakhadi B.O,754027,BO,Delivery,CUTTACK,ODISHA,OD,20.5036576,85.7672522
Odisha Circle,DivReportingCircle,Cuttack South Division,Adheigundi B.O,754037,BO,Delivery,CUTTACK,ODISHA,OD,20.4528994,85.1488734
Odisha Circle,DivReportingCircle,Cuttack South Division,Rusipada B.O,754037,BO,Delivery,CUTTACK,ODISHA,OD,20.4051749,85.1902259
Odisha Circle,DivReportingCircle,Cuttack South Division,Bainchuan B.O,754022,BO,Delivery,CUTTACK,ODISHA,OD,20.26663,85.896005
Odisha Circle,DivReportingCircle,Cuttack South Division,Bhatimunda B.O,754022,BO,Delivery,CUTTACK,ODISHA,OD,20.5343355,86.0218503
Telangana Circle,Hyderabad City Region,Secunderabad Division,Dabirpur B.O,501401,BO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Girmapur B.O,501401,BO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Gowdavalli B.O,501401,BO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Lalgadi Malakpet B.O,500101,BO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,TS,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Mannepalli B.O,523264,BO,Delivery,PRAKASAM,ANDHRA PRADESH,AD,15.765534,79.818455
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Sivarampuram B.O,523264,BO,Delivery,PRAKASAM,ANDHRA PRADESH,AD,15.663189,79.948649
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Dhenuvakonda B.O,523263,BO,Delivery,PRAKASAM,ANDHRA PRADESH,AD,15.709129,79.944137
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Pallamalli B.O,523263,BO,Delivery,PRAKASAM,ANDHRA PRADESH,AD,15.649713,79.906714
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Doddavaram B.O,523263,BO,Delivery,PRAKASAM,ANDHRA PRADESH,AD,15.668226,79.939416
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Thurupurompi Dodla B.O,524221,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.472835,79.899409
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kothapeta B.O,524221,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.921048,79.476716
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Narasimhapuram B.O,524221,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,15.0097,79.500266
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Chennuru B.O,524240,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.153986,79.800256
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Lingalapadu B.O,524240,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.700924,79.866784
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kapparallatippa B.O,524152,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.763801,80.036726
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Ulavapalle B.O,524152,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.539829,79.583872
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Zuvvaladinne B.O,524152,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.788317,80.070256
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Somalaregada B.O,524222,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.859439,79.367323
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Thurpuboyamadugula B.O,524236,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.978575,79.373658
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Kunkupadu B.O,523264,BO,Delivery,PRAKASAM,ANDHRA PRADESH,AD,15.772744,79.91997
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Lakkavaram B.O,523264,BO,Delivery,PRAKASAM,ANDHRA PRADESH,AD,15.699317,79.793942
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Nagambotlavaripalem B.O,523264,BO,Delivery,PRAKASAM,ANDHRA PRADESH,AD,15.680023,79.814678
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Mallavaram B.O,523263,BO,Delivery,PRAKASAM,ANDHRA PRADESH,AD,15.65209,79.982057
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Nekunambadu B.O,523263,BO,Delivery,PRAKASAM,ANDHRA PRADESH,AD,15.64525,79.921649
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Chekurapadu B.O,523262,BO,Delivery,PRAKASAM,ANDHRA PRADESH,AD,15.578951,80.078444
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Bodagudipadu B.O,524240,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.738067,79.859783
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Gopannapalem Kandriga B.O,524223,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.909472,79.86491
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kammavaripalem B.O,524223,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.818652,79.922768
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kothapalli B.O,524223,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.621379,79.290566
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Lingaraju Agraharam B.O,524223,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.922919,79.916472
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Somavarappadu B.O,524223,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.782867,79.891915
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Chinna Annalur B.O,524224,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.90386,79.683887
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Jirravaripalem B.O,524224,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.835683,79.674066
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Polampadu B.O,524224,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.829185,79.737884
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kunkuvaripalem B.O,524239,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,AD,14.818652,79.922768
Telangana Circle,Hyderabad City Region,Secunderabad Division,Kanmeta B.O,501503,BO,Delivery,RANGA REDDY,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Kowkunta B.O,501503,BO,Delivery,RANGA REDDY,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Malkapur B.O,501503,BO,Delivery,RANGA REDDY,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Nagawaram B.O,501121,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Rasnam B.O,501121,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Morangpalli B.O,501202,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Patloor B.O,501202,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Sirpura B.O,501202,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Tekulapalli B.O,501202,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Thummalapalli B.O,501202,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Velchal B.O,501202,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Chanchalpet B.O,501111,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Chimaldari B.O,501111,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Devarampalli B.O,501111,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Adikcherla B.O,501142,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Gazipur B.O,501142,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Chengomal B.O,501501,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Peda Umenthyal B.O,501501,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Peta Madaram B.O,501501,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Sultanpur B.O,501501,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Maharajpet B.O,501203,BO,Delivery,RANGA REDDY,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Mokila B.O,501203,BO,Delivery,RANGA REDDY,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Mubarakpur B.O,501203,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Parveda B.O,501203,BO,Delivery,RANGA REDDY,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Singapur B.O,501203,BO,Delivery,RANGA REDDY,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Yellakonda B.O,501203,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Yelvawthy B.O,501203,BO,Delivery,RANGA REDDY,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Chengole B.O,501141,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Gingurthi B.O,501141,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Kokat B.O,501141,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Narayanpur B.O,501141,BO,Delivery,VIKARABAD,TELANGANA,TS,NA,NA
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Phulakia BO,853205,BO,Delivery,BHAGALPUR,BIHAR,BR,86.26455,24.75533
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Agarpur BO,813210,BO,Delivery,BHAGALPUR,BIHAR,BR,24,87.201
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Alinagear Rajpur BO,813210,BO,Delivery,BHAGALPUR,BIHAR,BR,24.563,86.302
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Kumri BO,813212,BO,Delivery,BANKA,BIHAR,BR,25.365,86.321
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Santadih BO,813212,BO,Delivery,BANKA,BIHAR,BR,86.21236,24.85533
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Thilkulia BO,813212,BO,Delivery,BANKA,BIHAR,BR,86.65224,24.85533
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Afzugaj BO,813213,BO,Delivery,BHAGALPUR,BIHAR,BR,84.425,24.147
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Ahiro BO,813110,BO,Delivery,BANKA,BIHAR,BR,86.26455,24.7553
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Chalna BO,813110,BO,Delivery,BANKA,BIHAR,BR,86.26455,24.75533
